latitude,longitude,cluster
37.7969624,-122.4252768,1.666666667
37.80215076,-122.4397579,1.545454545
37.80024629,-122.4319306,2.138888889
37.79095952,-122.435871,2.25
37.79765077,-122.4381518,1.5625
37.79061546,-122.4282967,1.653846154
37.79287715,-122.4388705,1.818181818
37.80327662,-122.4282388,2.2
37.80468762,-122.4429639,2.238095238
37.79038182,-122.4473459,2.285714286
37.79292499,-122.4380254,2
37.80365305,-122.4444474,2.3
37.78987134,-122.4408083,1.8125
37.7993113,-122.430811,2.166666667
37.79531969,-122.4419026,1.714285714
37.79403335,-122.4331148,1.818181818
37.78801062,-122.4371025,1.875
37.78873125,-122.4372487,1.9
37.79091601,-122.4401741,1.636363636
37.79115581,-122.4453242,2.1
37.79579474,-122.4268664,1
37.80497335,-122.4370089,2.060606061
37.79973579,-122.4301394,1.95
37.78964464,-122.4391182,2.066666667
37.7967538,-122.4269199,1.764705882
37.80538917,-122.4448163,2
37.79136517,-122.4436793,1.866666667
37.79568928,-122.4394395,2.333333333
37.80202407,-122.4388539,2
37.78863762,-122.4321702,2
37.79622344,-122.4386189,1.4
37.80052522,-122.4327437,2.2
37.80537456,-122.4415296,2.25
37.79265745,-122.4296063,2
37.79860078,-122.4231644,1.75
37.79827038,-122.44166,2
37.79957908,-122.4459675,2
37.80479072,-122.4410149,1.555555556
37.79661817,-122.4396273,2.25
37.78780363,-122.4429581,1.833333333
37.79322174,-122.4431943,2.111111111
37.79103091,-122.4493451,2.2
37.79182258,-122.436185,2.5
37.80306827,-122.4298837,2.142857143
37.80125102,-122.4409537,1.6
37.79120992,-122.4410027,2
37.79672118,-122.446331,2
37.79567763,-122.4461438,2.125
37.80619039,-122.4356504,2.076923077
37.79736304,-122.4371654,2.333333333
37.80282346,-122.4425887,2
37.79693973,-122.4295747,1.909090909
37.80157412,-122.4457381,1.846153846
37.79104734,-122.4453023,1.5
37.78899532,-122.4406262,2.133333333
37.79662277,-122.4311981,1.785714286
37.79536251,-122.4453871,1.777777778
37.7938975,-122.4373929,1.727272727
37.800592,-122.4375836,1.888888889
37.80158433,-122.4263489,1.833333333
37.79601476,-122.4402614,1.727272727
37.7917891,-122.4403481,2
37.79811219,-122.4424707,1.75
37.78985661,-122.4374769,2.2
37.80112909,-122.4374601,2.2
37.79020039,-122.4315874,1.909090909
37.80194181,-122.4387586,2
37.7979494,-122.4433082,1.5
37.79940317,-122.4342034,2
37.80574457,-122.4400348,1.5
37.79249015,-122.438004,1.7
37.78971137,-122.4416462,2
37.80337319,-122.4417612,2.428571429
37.80097259,-122.4354651,1.75
37.788751,-122.4371125,1.714285714
37.79953286,-122.4233527,2
37.79891967,-122.4342456,1.666666667
37.79643197,-122.4369771,2.5
37.80056145,-122.4345101,1.5
37.80250966,-122.4416579,2.5
37.80181064,-122.4288712,1.571428571
37.79343604,-122.4415245,2.6
37.78981988,-122.4416678,2
37.80146566,-122.4457162,1.9375
37.8012231,-122.4311968,2.714285714
37.79906719,-122.427461,2.04
37.80334652,-122.4401402,2.0625
37.78966254,-122.4424781,2
37.79859528,-122.446662,1.727272727
37.79691593,-122.4448008,1.875
37.79751295,-122.4471595,2.230769231
37.79515801,-122.4427429,2.6
37.79494669,-122.4444034,2.25
37.78854136,-122.4328539,1.875
37.80382641,-122.4419917,3
37.79893712,-122.4341089,2.166666667
37.80536655,-122.4456518,2
37.79550035,-122.4367888,2.777777778
37.80101623,-122.4396006,2
37.78942804,-122.4408234,2.230769231
37.79434631,-122.4382392,2.5
37.80023308,-122.4294506,1.9
37.80090749,-122.4430354,1.5
37.80213627,-122.4296946,2.25
37.78988599,-122.448198,1.5
37.79247319,-122.4269855,1
37.80612331,-122.4387049,2.5
37.80013628,-122.4420387,1.743589744
37.80461661,-122.4481926,1.25
37.79704109,-122.4321802,1.571428571
37.79099563,-122.4426738,1.5
37.8038388,-122.441854,1
37.79392439,-122.430653,2.161290323
37.79662387,-122.4354659,1.555555556
37.7926689,-122.4405263,2.142857143
37.8031,-122.4369505,1.25
37.79444618,-122.4256977,2.038461538
37.78880632,-122.4457434,1.833333333
37.79010088,-122.4426354,1.941176471
37.80475577,-122.4353603,2.222222222
37.80382214,-122.4351733,1.636363636
37.79664126,-122.4353292,2.055555556
37.80161087,-122.4413982,2.166666667
37.80489742,-122.4456248,2.25
37.80139489,-122.4237321,1.8
37.80033242,-122.436216,2.090909091
37.79313601,-122.4363832,1.923076923
37.79290921,-122.4347157,1.75
37.7943964,-122.4265159,1.9375
37.79510537,-122.4283482,2.294117647
37.8036747,-122.4292494,1.983333333
37.79765494,-122.446496,1.933333333
37.79724803,-122.4262634,2.275862069
37.79851857,-122.437399,1.6
37.79587529,-122.4445907,2
37.79601043,-122.4293871,1.916666667
37.79112975,-122.4309172,1.714285714
37.79932387,-122.4249969,2.142857143
37.79864388,-122.434978,2.25
37.8024376,-122.4239362,1.428571429
37.8042543,-122.4411822,2.125
37.79464067,-122.443549,1.75
37.8029961,-122.4265694,2
37.79480591,-122.4384034,2.375
37.78991849,-122.4338218,2
37.79657534,-122.4320177,2.142857143
37.79797325,-122.4323686,2.25
37.80023082,-122.4446803,1.714285714
37.79890287,-122.4445537,2.5
37.79527435,-122.4385671,2.4
37.80421202,-122.4386565,2.235294118
37.79422579,-122.4316113,2.555555556
37.79912102,-122.4380579,1.75
37.79591857,-122.433497,1.75
37.79640748,-122.441283,2
37.7966384,-122.4244524,2
37.7906996,-122.4418465,2.2
37.80286163,-122.4392921,1.928571429
37.79756471,-122.4246416,1.8
37.78836413,-122.4455905,2.416666667
37.79405591,-122.4365699,2.0625
37.80253208,-122.4307032,2.1
37.80283813,-122.4273927,1.785714286
37.79033106,-122.4408284,2.428571429
37.79786005,-122.436507,2.055555556
37.80471544,-122.4420288,1.666666667
37.80021051,-122.4264054,2.2
37.79594776,-122.4369516,1.9
37.79620604,-122.4387556,2.230769231
37.79391627,-122.4458375,2
37.8052217,-122.4320731,1.894736842
37.79293732,-122.4304488,1.80952381
37.79539211,-122.4300196,1.4
37.80408278,-122.4327043,2.148148148
37.7956923,-122.4352777,2.2
37.80139288,-122.4278571,2.4
37.7978936,-122.4254646,2.117647059
37.80030131,-122.4403124,1.615384615
37.79696702,-122.4439535,2
37.80376411,-122.4360645,1.555555556
37.79878066,-122.4447453,2.111111111
37.79700008,-122.4457167,2.666666667
37.7960362,-122.443763,2
37.79053862,-122.4426568,2
37.7991512,-122.4324665,1.571428571
37.79395708,-122.4264947,2
37.79582496,-122.4454121,2.375
37.79853541,-122.4349561,1.833333333
37.79423623,-122.4273413,2.037037037
37.79934045,-122.4291297,2.2
37.79941812,-122.4317628,1.923076923
37.80071795,-122.4312355,1.75
37.80056235,-122.4236372,1.636363636
37.79967657,-122.433502,2.636363636
37.80277186,-122.4434166,1.866666667
37.80491484,-122.4454881,2.666666667
37.78853312,-122.4329924,2
37.80160172,-122.4262122,2.125
37.79962782,-122.4343231,1.8
37.8032572,-122.4434415,2.130434783
37.79917685,-122.4359819,2.133333333
37.79850707,-122.4375369,1.8
37.80333595,-122.4308647,1.4
37.79506468,-122.435942,2.2
37.80546878,-122.4372727,2
37.79984857,-122.4342936,2.181818182
37.7951647,-122.4318011,1.5
37.80275153,-122.4392831,2
37.79485703,-122.4266769,2
37.78916362,-122.4313787,2.352941176
37.79773832,-122.4449667,2.2
37.78921244,-122.4464773,2.428571429
37.79861827,-122.4272966,2.230769231
37.79735651,-122.4262852,1.777777778
37.80080929,-122.4344881,1.5
37.80419415,-122.4242926,2.4
37.78977752,-122.4481761,2.714285714
37.79654491,-122.4285651,2.2
37.79723112,-122.4414497,2.222222222
37.80341646,-122.4391803,2
37.80127869,-122.440511,2.181818182
37.79531632,-122.4267025,1.857142857
37.79002211,-122.4330005,1.875
37.78957992,-122.4323608,2
37.8020498,-122.4415594,2
37.79832611,-122.4366013,2
37.80178491,-122.4248085,1.8
37.79778171,-122.4338747,2.333333333
37.78861923,-122.4431234,1.875
37.78997378,-122.4466345,1.941176471
37.796195,-122.4429529,2.181818182
37.80183831,-122.443226,1.857142857
37.80004135,-122.4309586,2.076923077
37.80549817,-122.4403305,1.571428571
37.79496373,-122.4376084,2.375
37.7918577,-122.4429858,1.857142857
37.80096948,-122.4463727,1.615384615
37.79080759,-122.4401518,1.833333333
37.80093274,-122.4320524,2
37.80255256,-122.4264047,2.5
37.79119317,-122.4411395,1.923076923
37.79127165,-122.447522,2.2
37.78923905,-122.4423203,1.833333333
37.79922341,-122.4266621,2.230769231
37.80276949,-122.4382704,2
37.79899658,-122.4391798,2.357142857
37.79327415,-122.4423615,2.4
37.79553117,-122.4402362,1.666666667
37.80552469,-122.4348302,2.125
37.80370745,-122.4248453,2.25
37.78874366,-122.438937,3.142857143
37.79410557,-122.4357482,1.923076923
37.79869,-122.438362,1.857142857
37.7997412,-122.4259775,1.777777778
37.79158612,-122.4309365,2
37.8057563,-122.4379505,2.625
37.79600442,-122.4252238,2.5
37.79306313,-122.4440226,1.75
37.79135955,-122.4327206,2.25
37.79335199,-122.4329766,1.2
37.79271679,-122.4362256,2
37.79163942,-122.4335648,2
37.79117783,-122.4300969,1.636363636
37.7945976,-122.4400456,2
37.79241936,-122.4354073,1.666666667
37.80167795,-122.4440471,2.4
37.79027481,-122.4451437,2.090909091
37.80283944,-122.4370766,2.5
37.80279147,-122.4376619,2
37.80417162,-122.4437674,2.692307692
37.80234442,-122.4280497,2
37.79961227,-122.4325597,2.5
37.79787662,-122.4406376,2.5
37.79581212,-122.4267297,2
37.80036287,-122.4252067,2.1
37.79983646,-122.4284726,2.166666667
37.79733959,-122.4414717,1.714285714
37.80139095,-122.4430625,2.25
37.78812626,-122.4437801,3.75
37.80117849,-122.4447319,1.714285714
37.7933811,-122.4448473,2
37.79317161,-122.4440445,2.142857143
37.80447236,-122.4398572,2.428571429
37.79089881,-122.4292511,2.428571429
37.80048473,-122.4463512,2.444444444
37.79675858,-122.4455993,1.9
37.79444796,-122.4450629,1.8
37.80430769,-122.4351967,1.777777778
37.79237047,-122.4419973,2
37.79547894,-122.4410952,2.444444444
37.80046074,-122.4428738,2.5
37.7917348,-122.4469916,2.2
37.78950379,-122.4433029,2.181818182
37.79785923,-122.4407743,2.333333333
37.7898058,-122.4305773,2.333333333
37.7998361,-122.4326772,1.75
37.79527427,-122.434296,2.3
37.79002912,-122.4399976,1.25
37.80160166,-122.4305158,2
37.80469123,-122.4362978,1.583333333
37.79380677,-122.4348966,2
37.79011918,-122.4459376,1.466666667
37.79097873,-122.4428106,1.75
37.79143841,-122.4462782,1.714285714
37.7948546,-122.4460011,1.5
37.78781945,-122.4386109,1.714285714
37.79706237,-122.4470192,1.5
37.7983868,-122.4332409,2.142857143
37.79401156,-122.4442146,2
37.79624776,-122.4420931,1.714285714
37.79724999,-122.4305349,2.444444444
37.80139255,-122.4321612,2.142857143
37.78780214,-122.4387476,2.222222222
37.79673282,-122.4421183,2
37.7947546,-122.4392506,2.071428571
37.79578906,-122.4377754,1.6
37.80242358,-122.4306814,2.454545455
37.79011835,-122.4424988,1.894736842
37.79929462,-122.4309478,1.333333333
37.79449355,-122.4413014,1.6
37.80457551,-122.4381415,1.571428571
37.80356321,-122.4333599,2.571428571
37.79297558,-122.4372064,2.666666667
37.7944362,-122.4299668,2.5
37.78878098,-122.4422993,2.083333333
37.80120587,-122.4313336,1.857142857
37.79236044,-122.4463055,2.25
37.80463629,-122.4437943,2
37.78882282,-122.4456065,2.111111111
37.7903247,-122.4443023,1.8
37.78901343,-122.4440998,1.714285714
37.80552329,-122.4364141,2
37.8041759,-122.4253105,2
37.79382417,-122.4347599,3
37.80209417,-122.4450574,1.75
37.79961674,-122.4452472,1.714285714
37.79976505,-122.4445184,2.111111111
37.79950712,-122.4426806,2.4
37.80024824,-122.4445436,1.75
37.79932306,-122.4292664,1.833333333
37.80010204,-122.4263835,2
37.80046505,-122.4261236,1.5
37.7909637,-122.4468334,2.714285714
37.78918981,-122.4373417,1.5
37.80052397,-122.4328837,2
37.80397166,-122.4371283,2.090909091
37.79438607,-122.4417155,2
37.78990909,-122.4441434,2
37.80419124,-122.4327263,1.6
37.79433142,-122.4425755,1.875
37.78968317,-122.4459159,1.75
37.80213333,-122.4398946,1.666666667
37.79124583,-122.447657,1.2
37.79497259,-122.4333052,1.666666667
37.7957097,-122.435141,1.333333333
37.8027245,-122.4403809,1.8
37.79941717,-122.4468151,2
37.78716953,-122.4437267,2
37.79129258,-122.4501824,1.857142857
37.8038559,-122.4406024,2.333333333
37.79474644,-122.4350865,1.714285714
37.7883183,-122.4422736,1.4
37.7985558,-122.442628,2.2
37.79680747,-122.4447789,1.5
37.80465831,-122.4408406,2
37.79987257,-122.4474724,1.75
37.80253511,-122.4265414,1.75
37.79422296,-122.4425536,1.75
37.80472559,-122.4320401,1.5
37.794664,-122.4281852,1.428571429
37.80588631,-122.4371949,1.5
37.80005744,-122.4326495,2.2
37.79726737,-122.4303982,2
37.79153915,-122.4485285,2
37.8007999,-122.4403408,2
37.79737877,-122.4389885,1.915525114
